Unnamed: 0,username,fullname,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,replies,retweets,likes,is_retweet,retweeter_username,retweeter_userid,retweet_id,text,sentimen,html,words,stop_words,stemmed_words,processed,location,address,latitude,longitude,altitude
94,mauritsjelek,.,7.15E+17,1.15E+18,/mauritsjelek/status/1154929613258125313,27/07/2019 01:40,1564191652,0,0,2,0,,,,Hei.... lucu bgt nih dengar komentnya  hellow..... bu!!! Ini pemindahan ibukota negara! Bukan ibu kota prov Jakarta. Emang apa urusannya sama warga Jakarta? ini urusannya dgn warga Indonesia.... cakupannya Nasional bukan lokal.....,netral,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Hei.... lucu bgt nih dengar komentnya <img alt=""😄"" aria-label=""Emoji: Wajah tersenyum dengan mulut terbuka dan mata bahagia"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f604.png"" title=""Wajah tersenyum dengan mulut terbuka dan mata bahagia""/><img alt=""😄"" aria-label=""Emoji: Wajah tersenyum dengan mulut terbuka dan mata bahagia"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f604.png"" title=""Wajah tersenyum dengan mulut terbuka dan mata bahagia""/><img alt=""😄"" aria-label=""Emoji: Wajah tersenyum dengan mulut terbuka dan mata bahagia"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f604.png"" title=""Wajah tersenyum dengan mulut terbuka dan mata bahagia""/><img alt=""😄"" aria-label=""Emoji: Wajah tersenyum dengan mulut terbuka dan mata bahagia"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f604.png"" title=""Wajah tersenyum dengan mulut terbuka dan mata bahagia""/> hellow..... bu!!! Ini <strong>pemindahan</strong> <strong>ibukota</strong> negara! Bukan <strong>ibu</strong> <strong>kota</strong> prov Jakarta. Emang apa urusannya sama warga Jakarta? ini urusannya dgn warga Indonesia.... cakupannya Nasional bukan lokal.....</p>","['Hei', 'lucu', 'bgt', 'nih', 'dengar', 'komentnya', 'hellow', 'bu', 'Ini', 'pemindahan', 'ibukota', 'negara', 'Bukan', 'ibu', 'kota', 'prov', 'Jakarta', 'Emang', 'apa', 'urusannya', 'sama', 'warga', 'Jakarta', 'ini', 'urusannya', 'dgn', 'warga', 'Indonesia', 'cakupannya', 'Nasional', 'bukan', 'lokal']","['Hei', 'lucu', 'bgt', 'nih', 'dengar', 'komentnya', 'hellow', 'bu', 'Ini', 'pemindahan', 'ibukota', 'negara', 'Bukan', 'ibu', 'kota', 'prov', 'Jakarta', 'Emang', 'apa', 'urusannya', 'sama', 'warga', 'Jakarta', '', 'urusannya', 'dgn', 'warga', 'Indonesia', 'cakupannya', 'Nasional', 'bukan', 'lokal']","['hei', 'lucu', 'bgt', 'nih', 'dengar', 'komentnya', 'hellow', 'bu', 'ini', 'pindah', 'ibukota', 'negara', 'bukan', 'ibu', 'kota', 'prov', 'jakarta', 'emang', 'apa', 'urus', 'sama', 'warga', 'jakarta', '', 'urus', 'dgn', 'warga', 'indonesia', 'cakup', 'nasional', 'bukan', 'lokal']",hei lucu bgt nih dengar komentnya hellow bu ini pindah ibukota negara bukan ibu kota prov jakarta emang apa urus sama warga jakarta  urus dgn warga indonesia cakup nasional bukan lokal,"DKI Jakarta,Indonesia","Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,0
95,Geegeehn1,Geegeehn,9.86E+17,1.15E+18,/Geegeehn1/status/1154379768684396545,25/07/2019 13:15,1564060558,0,0,1,0,,,,"Urgensinya pndh ibu kota apa. D sn infrastruktur msh hrs d bangun lg kn? Bth waktu, duit, tenaga. Terus apa yg di cari dari ibukota baru? Mghndari polusi? Ya lm2 akan sama ky jkt, kn gd pmbatasan kndaraan. Pesebaran pnddk? Msh byk pulau lain. SDAny byk sih dah pasti, tp kn bs hbs",negatif,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Urgensinya pndh <strong>ibu</strong> <strong>kota</strong> apa. D sn infrastruktur msh hrs d bangun lg kn? Bth waktu, duit, tenaga. Terus apa yg di cari dari <strong>ibukota</strong> <strong>baru</strong>? Mghndari polusi? Ya lm2 akan sama ky jkt, kn gd pmbatasan kndaraan. Pesebaran pnddk? Msh byk pulau lain. SDAny byk sih dah pasti, tp kn bs hbs</p>","['Urgensinya', 'pndh', 'ibu', 'kota', 'apa', 'D', 'sn', 'infrastruktur', 'msh', 'hrs', 'd', 'bangun', 'lg', 'kn', 'Bth', 'waktu', 'duit', 'tenaga', 'Terus', 'apa', 'yg', 'di', 'cari', 'dari', 'ibukota', 'baru', 'Mghndari', 'polusi', 'Ya', 'akan', 'sama', 'ky', 'jkt', 'kn', 'gd', 'pmbatasan', 'kndaraan', 'Pesebaran', 'pnddk', 'Msh', 'byk', 'pulau', 'lain', 'SDAny', 'byk', 'sih', 'dah', 'pasti', 'tp', 'kn', 'bs', 'hbs']","['Urgensinya', 'pndh', 'ibu', 'kota', 'apa', 'D', 'sn', 'infrastruktur', 'msh', 'hrs', 'd', 'bangun', 'lg', 'kn', 'Bth', 'waktu', 'duit', 'tenaga', 'Terus', 'apa', 'yg', '', 'cari', '', 'ibukota', 'baru', 'Mghndari', 'polusi', 'Ya', '', 'sama', 'ky', 'jkt', 'kn', 'gd', 'pmbatasan', 'kndaraan', 'Pesebaran', 'pnddk', 'Msh', 'byk', 'pulau', '', 'SDAny', 'byk', 'sih', 'dah', '', 'tp', 'kn', 'bs', 'hbs']","['urgensi', 'pndh', 'ibu', 'kota', 'apa', 'd', 'sn', 'infrastruktur', 'msh', 'hrs', 'd', 'bangun', 'lg', 'kn', 'bth', 'waktu', 'duit', 'tenaga', 'terus', 'apa', 'yg', '', 'cari', '', 'ibukota', 'baru', 'mghndari', 'polusi', 'ya', '', 'sama', 'ky', 'jkt', 'kn', 'gd', 'pmbatasan', 'kndaraan', 'sebar', 'pnddk', 'msh', 'byk', 'pulau', '', 'sdany', 'byk', 'sih', 'dah', '', 'tp', 'kn', 'bs', 'hbs']",urgensi pndh ibu kota apa d sn infrastruktur msh hrs d bangun lg kn bth waktu duit tenaga terus apa yg  cari  ibukota baru mghndari polusi ya  sama ky jkt kn gd pmbatasan kndaraan sebar pnddk msh byk pulau  sdany byk sih dah  tp kn bs hbs,"Bekasi,JawaBarat","Bekasi, Jawa Barat, 17144, Indonesia",-6.2349858,106.9945444,0
96,Anti_KADRUN,INDONESIA JAYA tanpa KADRUN,2963528849,1.15E+18,/Anti_KADRUN/status/1152228846092967936,19/07/2019 14:48,1563547738,0,0,0,0,,,,Mudah-mudahan kepindahan ibu kota ke Kalimantan di percepat sehingga ibukota yg baru nanti benar'benar menjadi ibukota yg sesungguhnya.,positif,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Mudah-mudahan kepindahan <strong>ibu</strong> <strong>kota</strong> ke Kalimantan di percepat sehingga <strong>ibukota</strong> yg <strong>baru</strong> nanti benar'benar menjadi <strong>ibukota</strong> yg sesungguhnya.</p>","['kepindahan', 'ibu', 'kota', 'ke', 'Kalimantan', 'di', 'percepat', 'sehingga', 'ibukota', 'yg', 'baru', 'nanti', 'menjadi', 'ibukota', 'yg', 'sesungguhnya']","['kepindahan', 'ibu', 'kota', '', 'Kalimantan', '', 'percepat', '', 'ibukota', 'yg', 'baru', '', 'menjadi', 'ibukota', 'yg', 'sesungguhnya']","['pindah', 'ibu', 'kota', '', 'kalimantan', '', 'cepat', '', 'ibukota', 'yg', 'baru', '', 'jadi', 'ibukota', 'yg', 'sungguh']",pindah ibu kota  kalimantan  cepat  ibukota yg baru  jadi ibukota yg sungguh,"DKI Jakarta,Indonesia","Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,0
97,ANTARASumsel,ANTARASUMSEL.COM,406921837,1.15E+18,/ANTARASumsel/status/1154962134926680064,27/07/2019 03:50,1564199405,0,0,0,0,,,,"Faktor teknis bisa jadi dasar penetapan ibukota baru, kata Menhub 
.
faktor infrastruktur dapat menjadi salah satu pertimbangan untuk ibu kota baru
.
https://sumsel.antaranews.com/berita/394648/faktor-teknis-bisa-jadi-dasar-penetapan-ibukota-baru-kata-menhub#.XTvJ2_VNeo0.twitter …",positif,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Faktor teknis bisa jadi dasar penetapan <strong>ibukota</strong> <strong>baru</strong>, kata Menhub 
.
faktor infrastruktur dapat menjadi salah satu pertimbangan untuk <strong>ibu</strong> <strong>kota</strong> <strong>baru</strong>
.
<a class=""twitter-timeline-link"" data-expanded-url=""https://sumsel.antaranews.com/berita/394648/faktor-teknis-bisa-jadi-dasar-penetapan-ibukota-baru-kata-menhub#.XTvJ2_VNeo0.twitter"" dir=""ltr"" href=""https://t.co/gnowcbfXXw"" rel=""nofollow noopener"" target=""_blank"" title=""https://sumsel.antaranews.com/berita/394648/faktor-teknis-bisa-jadi-dasar-penetapan-ibukota-baru-kata-menhub#.XTvJ2_VNeo0.twitter""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">sumsel.antaranews.com/berita/394648/</span><span class=""invisible"">faktor-teknis-bisa-jadi-dasar-penetapan-ibukota-baru-kata-menhub#.XTvJ2_VNeo0.twitter</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","['Faktor', 'teknis', 'bisa', 'jadi', 'dasar', 'penetapan', 'ibukota', 'baru', 'kata', 'Menhub', 'faktor', 'infrastruktur', 'dapat', 'menjadi', 'salah', 'satu', 'pertimbangan', 'untuk', 'ibu', 'kota', 'baru', 'https']","['Faktor', 'teknis', '', 'jadi', 'dasar', 'penetapan', 'ibukota', 'baru', 'kata', 'Menhub', 'faktor', 'infrastruktur', '', 'menjadi', 'salah', 'satu', 'pertimbangan', '', 'ibu', 'kota', 'baru', 'https']","['faktor', 'teknis', '', 'jadi', 'dasar', 'tetap', 'ibukota', 'baru', 'kata', 'menhub', 'faktor', 'infrastruktur', '', 'jadi', 'salah', 'satu', 'timbang', '', 'ibu', 'kota', 'baru', 'https']",faktor teknis  jadi dasar tetap ibukota baru kata menhub faktor infrastruktur  jadi salah satu timbang  ibu kota baru https,"DKI Jakarta,Indonesia","Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,0
98,mauritsjelek,.,7.15E+17,1.15E+18,/mauritsjelek/status/1154929613258125313,27/07/2019 01:40,1564191652,0,0,2,0,,,,Hei.... lucu bgt nih dengar komentnya  hellow..... bu!!! Ini pemindahan ibukota negara! Bukan ibu kota prov Jakarta. Emang apa urusannya sama warga Jakarta? ini urusannya dgn warga Indonesia.... cakupannya Nasional bukan lokal.....,netral,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Hei.... lucu bgt nih dengar komentnya <img alt=""😄"" aria-label=""Emoji: Wajah tersenyum dengan mulut terbuka dan mata bahagia"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f604.png"" title=""Wajah tersenyum dengan mulut terbuka dan mata bahagia""/><img alt=""😄"" aria-label=""Emoji: Wajah tersenyum dengan mulut terbuka dan mata bahagia"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f604.png"" title=""Wajah tersenyum dengan mulut terbuka dan mata bahagia""/><img alt=""😄"" aria-label=""Emoji: Wajah tersenyum dengan mulut terbuka dan mata bahagia"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f604.png"" title=""Wajah tersenyum dengan mulut terbuka dan mata bahagia""/><img alt=""😄"" aria-label=""Emoji: Wajah tersenyum dengan mulut terbuka dan mata bahagia"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f604.png"" title=""Wajah tersenyum dengan mulut terbuka dan mata bahagia""/> hellow..... bu!!! Ini <strong>pemindahan</strong> <strong>ibukota</strong> negara! Bukan <strong>ibu</strong> <strong>kota</strong> prov Jakarta. Emang apa urusannya sama warga Jakarta? ini urusannya dgn warga Indonesia.... cakupannya Nasional bukan lokal.....</p>","['Hei', 'lucu', 'bgt', 'nih', 'dengar', 'komentnya', 'hellow', 'bu', 'Ini', 'pemindahan', 'ibukota', 'negara', 'Bukan', 'ibu', 'kota', 'prov', 'Jakarta', 'Emang', 'apa', 'urusannya', 'sama', 'warga', 'Jakarta', 'ini', 'urusannya', 'dgn', 'warga', 'Indonesia', 'cakupannya', 'Nasional', 'bukan', 'lokal']","['Hei', 'lucu', 'bgt', 'nih', 'dengar', 'komentnya', 'hellow', 'bu', 'Ini', 'pemindahan', 'ibukota', 'negara', 'Bukan', 'ibu', 'kota', 'prov', 'Jakarta', 'Emang', 'apa', 'urusannya', 'sama', 'warga', 'Jakarta', '', 'urusannya', 'dgn', 'warga', 'Indonesia', 'cakupannya', 'Nasional', 'bukan', 'lokal']","['hei', 'lucu', 'bgt', 'nih', 'dengar', 'komentnya', 'hellow', 'bu', 'ini', 'pindah', 'ibukota', 'negara', 'bukan', 'ibu', 'kota', 'prov', 'jakarta', 'emang', 'apa', 'urus', 'sama', 'warga', 'jakarta', '', 'urus', 'dgn', 'warga', 'indonesia', 'cakup', 'nasional', 'bukan', 'lokal']",hei lucu bgt nih dengar komentnya hellow bu ini pindah ibukota negara bukan ibu kota prov jakarta emang apa urus sama warga jakarta  urus dgn warga indonesia cakup nasional bukan lokal,"DKI Jakarta,Indonesia","Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,0
99,Geegeehn1,Geegeehn,9.86E+17,1.15E+18,/Geegeehn1/status/1154379768684396545,25/07/2019 13:15,1564060558,0,0,1,0,,,,"Urgensinya pndh ibu kota apa. D sn infrastruktur msh hrs d bangun lg kn? Bth waktu, duit, tenaga. Terus apa yg di cari dari ibukota baru? Mghndari polusi? Ya lm2 akan sama ky jkt, kn gd pmbatasan kndaraan. Pesebaran pnddk? Msh byk pulau lain. SDAny byk sih dah pasti, tp kn bs hbs",negatif,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Urgensinya pndh <strong>ibu</strong> <strong>kota</strong> apa. D sn infrastruktur msh hrs d bangun lg kn? Bth waktu, duit, tenaga. Terus apa yg di cari dari <strong>ibukota</strong> <strong>baru</strong>? Mghndari polusi? Ya lm2 akan sama ky jkt, kn gd pmbatasan kndaraan. Pesebaran pnddk? Msh byk pulau lain. SDAny byk sih dah pasti, tp kn bs hbs</p>","['Urgensinya', 'pndh', 'ibu', 'kota', 'apa', 'D', 'sn', 'infrastruktur', 'msh', 'hrs', 'd', 'bangun', 'lg', 'kn', 'Bth', 'waktu', 'duit', 'tenaga', 'Terus', 'apa', 'yg', 'di', 'cari', 'dari', 'ibukota', 'baru', 'Mghndari', 'polusi', 'Ya', 'akan', 'sama', 'ky', 'jkt', 'kn', 'gd', 'pmbatasan', 'kndaraan', 'Pesebaran', 'pnddk', 'Msh', 'byk', 'pulau', 'lain', 'SDAny', 'byk', 'sih', 'dah', 'pasti', 'tp', 'kn', 'bs', 'hbs']","['Urgensinya', 'pndh', 'ibu', 'kota', 'apa', 'D', 'sn', 'infrastruktur', 'msh', 'hrs', 'd', 'bangun', 'lg', 'kn', 'Bth', 'waktu', 'duit', 'tenaga', 'Terus', 'apa', 'yg', '', 'cari', '', 'ibukota', 'baru', 'Mghndari', 'polusi', 'Ya', '', 'sama', 'ky', 'jkt', 'kn', 'gd', 'pmbatasan', 'kndaraan', 'Pesebaran', 'pnddk', 'Msh', 'byk', 'pulau', '', 'SDAny', 'byk', 'sih', 'dah', '', 'tp', 'kn', 'bs', 'hbs']","['urgensi', 'pndh', 'ibu', 'kota', 'apa', 'd', 'sn', 'infrastruktur', 'msh', 'hrs', 'd', 'bangun', 'lg', 'kn', 'bth', 'waktu', 'duit', 'tenaga', 'terus', 'apa', 'yg', '', 'cari', '', 'ibukota', 'baru', 'mghndari', 'polusi', 'ya', '', 'sama', 'ky', 'jkt', 'kn', 'gd', 'pmbatasan', 'kndaraan', 'sebar', 'pnddk', 'msh', 'byk', 'pulau', '', 'sdany', 'byk', 'sih', 'dah', '', 'tp', 'kn', 'bs', 'hbs']",urgensi pndh ibu kota apa d sn infrastruktur msh hrs d bangun lg kn bth waktu duit tenaga terus apa yg  cari  ibukota baru mghndari polusi ya  sama ky jkt kn gd pmbatasan kndaraan sebar pnddk msh byk pulau  sdany byk sih dah  tp kn bs hbs,"DKI Jakarta,Indonesia","Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,0
100,newsmerahputih,newsmerahputih,2714869507,1.15E+18,/newsmerahputih/status/1154216198806134786,25/07/2019 02:26,1564021560,0,0,0,0,,,,Dampak Positif dan Negatif Jika Wacana Pemindahan Ibu Kota Batal https://bit.ly/2Yrxc9T  #merahputih #ibukota #indonesia,netral,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Dampak Positif dan Negatif Jika Wacana <strong>Pemindahan</strong> <strong>Ibu</strong> <strong>Kota</strong> Batal <a class=""twitter-timeline-link"" data-expanded-url=""https://bit.ly/2Yrxc9T"" dir=""ltr"" href=""https://t.co/5eagv4BB0Q"" rel=""nofollow noopener"" target=""_blank"" title=""https://bit.ly/2Yrxc9T""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bit.ly/2Yrxc9T</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/merahputih?src=hash""><s>#</s><b>merahputih</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ibukota?src=hash""><s>#</s><b><strong>ibukota</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/indonesia?src=hash""><s>#</s><b>indonesia</b></a></p>","['Dampak', 'Positif', 'dan', 'Negatif', 'Jika', 'Wacana', 'Pemindahan', 'Ibu', 'Kota', 'Batal', 'https', 'merahputih', 'ibukota', 'indonesia']","['Dampak', 'Positif', '', 'Negatif', 'Jika', 'Wacana', 'Pemindahan', 'Ibu', 'Kota', 'Batal', 'https', 'merahputih', 'ibukota', 'indonesia']","['dampak', 'positif', '', 'negatif', 'jika', 'wacana', 'pindah', 'ibu', 'kota', 'batal', 'https', 'merahputih', 'ibukota', 'indonesia']",dampak positif  negatif jika wacana pindah ibu kota batal https merahputih ibukota indonesia,"Balikpapan, Indonesia","Balikpapan, Kalimantan Timur, 76128, Indonesia",-1.2398711,116.8593379,0
101,setda_kalteng,Sekretariat Daerah Kalteng,9.18E+17,1.15E+18,/setda_kalteng/status/1153212606494019584,22/07/2019 07:58,1563782285,0,0,0,0,,,,"Gubernur Kalimantan Tengah, Sugianto Sabran menjadi salah satu narasumber dalam Dialog Nasional Pemindahan Ibukota Negara : Kalimantan Indonesia “ Menuju Ibu Kota Masa Depan, Smart, Green,... https://www.facebook.com/Protokoldankomunikasipublikkalteng/posts/474561696452210 …",positif,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Gubernur Kalimantan Tengah, Sugianto Sabran menjadi salah satu narasumber dalam Dialog Nasional <strong>Pemindahan</strong> <strong>Ibukota</strong> Negara : Kalimantan Indonesia “ Menuju <strong>Ibu</strong> <strong>Kota</strong> Masa Depan, Smart, Green,... <a class=""twitter-timeline-link"" data-expanded-url=""https://www.facebook.com/Protokoldankomunikasipublikkalteng/posts/474561696452210"" dir=""ltr"" href=""https://t.co/8YxyFP3HTt"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.facebook.com/Protokoldankomunikasipublikkalteng/posts/474561696452210""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">facebook.com/Protokoldankom</span><span class=""invisible"">unikasipublikkalteng/posts/474561696452210</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","['Gubernur', 'Kalimantan', 'Tengah', 'Sugianto', 'Sabran', 'menjadi', 'salah', 'satu', 'narasumber', 'dalam', 'Dialog', 'Nasional', 'Pemindahan', 'Ibukota', 'Negara', 'Kalimantan', 'Indonesia', 'Menuju', 'Ibu', 'Kota', 'Masa', 'Depan', 'Smart', 'Green', 'https']","['Gubernur', 'Kalimantan', 'Tengah', 'Sugianto', 'Sabran', 'menjadi', 'salah', 'satu', 'narasumber', '', 'Dialog', 'Nasional', 'Pemindahan', 'Ibukota', 'Negara', 'Kalimantan', 'Indonesia', 'Menuju', 'Ibu', 'Kota', 'Masa', 'Depan', 'Smart', 'Green', 'https']","['gubernur', 'kalimantan', 'tengah', 'sugianto', 'sabran', 'jadi', 'salah', 'satu', 'narasumber', '', 'dialog', 'nasional', 'pindah', 'ibukota', 'negara', 'kalimantan', 'indonesia', 'tuju', 'ibu', 'kota', 'masa', 'depan', 'smart', 'green', 'https']",gubernur kalimantan tengah sugianto sabran jadi salah satu narasumber  dialog nasional pindah ibukota negara kalimantan indonesia tuju ibu kota masa depan smart green https,"Kalimantan Tengah, Indonesia","Kalimantan Tengah, Indonesia",-1.499583,113.2903307,0
102,ndablekngenoh,Ngglonjom,9.94E+17,1.15E+18,/ndablekngenoh/status/1152750058074341376,21/07/2019 01:20,1563672005,1,0,0,0,,,,"Hopeless sama jakarta. Ibukota negara Indonesia yg modern, bersih, tertata, pantes mencerminkan Indonesia cuma mimpi belaka.
Untung mau pindah ibu kota.
Bye bye jkt, kampret ngumpul di jkt aja, jgn ikut di ibu kota baru

Skrg dikuasai org"" yg mendukung khilafah.",positif,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Hopeless sama jakarta. <strong>Ibukota</strong> negara Indonesia yg modern, bersih, tertata, pantes mencerminkan Indonesia cuma mimpi belaka.
Untung mau pindah <strong>ibu</strong> <strong>kota</strong>.
Bye bye jkt, kampret ngumpul di jkt aja, jgn ikut di <strong>ibu</strong> <strong>kota</strong> <strong>baru</strong>

Skrg dikuasai org"" yg mendukung khilafah.</p>","['Hopeless', 'sama', 'jakarta', 'Ibukota', 'negara', 'Indonesia', 'yg', 'modern', 'bersih', 'tertata', 'pantes', 'mencerminkan', 'Indonesia', 'cuma', 'mimpi', 'belaka', 'Untung', 'mau', 'pindah', 'ibu', 'kota', 'Bye', 'bye', 'jkt', 'kampret', 'ngumpul', 'di', 'jkt', 'aja', 'jgn', 'ikut', 'di', 'ibu', 'kota', 'baru', 'Skrg', 'dikuasai', 'org', 'yg', 'mendukung', 'khilafah']","['Hopeless', 'sama', 'jakarta', 'Ibukota', 'negara', 'Indonesia', 'yg', 'modern', 'bersih', 'tertata', 'pantes', 'mencerminkan', 'Indonesia', 'cuma', 'mimpi', 'belaka', 'Untung', 'mau', 'pindah', 'ibu', 'kota', 'Bye', 'bye', 'jkt', 'kampret', 'ngumpul', '', 'jkt', 'aja', 'jgn', 'ikut', '', 'ibu', 'kota', 'baru', 'Skrg', 'dikuasai', 'org', 'yg', 'mendukung', 'khilafah']","['hopeless', 'sama', 'jakarta', 'ibukota', 'negara', 'indonesia', 'yg', 'modern', 'bersih', 'tata', 'pantes', 'cermin', 'indonesia', 'cuma', 'mimpi', 'belaka', 'untung', 'mau', 'pindah', 'ibu', 'kota', 'bye', 'bye', 'jkt', 'kampret', 'ngumpul', '', 'jkt', 'aja', 'jgn', 'ikut', '', 'ibu', 'kota', 'baru', 'skrg', 'asai', 'org', 'yg', 'dukung', 'khilafah']",hopeless sama jakarta ibukota negara indonesia yg modern bersih tata pantes cermin indonesia cuma mimpi belaka untung mau pindah ibu kota bye bye jkt kampret ngumpul  jkt aja jgn ikut  ibu kota baru skrg asai org yg dukung khilafah,"DKI Jakarta,Indonesia","Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,0
103,SeputariNews,SeputariNewsRCTI,132078023,1.19E+18,/SeputariNews/status/1187724743044190208,25/10/2019 13:37,1572010620,0,1,2,0,,,,"26 Agustus 2019 lalu, Presiden Jokowi secara resmi mengumumkan pemindahan ibu kota ke Kalimantan Timur. Rencananya pembangunan ibu kota baru tersebut akan dimulai tahun 2020.

#SeputariNewsRCTI #SeputariNewsSiang #Jokowi #IbuKota #KalimantanTimurpic.twitter.com/cErlYxyVnn",positif,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">26 Agustus 2019 lalu, Presiden Jokowi secara resmi mengumumkan <strong>pemindahan</strong> <strong>ibu</strong> <strong>kota</strong> ke Kalimantan Timur. Rencananya pembangunan <strong>ibu</strong> <strong>kota</strong> <strong>baru</strong> tersebut akan dimulai tahun 2020.

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SeputariNewsRCTI?src=hash""><s>#</s><b>SeputariNewsRCTI</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SeputariNewsSiang?src=hash""><s>#</s><b>SeputariNewsSiang</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Jokowi?src=hash""><s>#</s><b>Jokowi</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IbuKota?src=hash""><s>#</s><b><strong>IbuKota</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/KalimantanTimur?src=hash""><s>#</s><b>KalimantanTimur</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/cErlYxyVnn"">pic.twitter.com/cErlYxyVnn</a></p>","['Agustus', 'lalu', 'Presiden', 'Jokowi', 'secara', 'resmi', 'mengumumkan', 'pemindahan', 'ibu', 'kota', 'ke', 'Kalimantan', 'Timur', 'Rencananya', 'pembangunan', 'ibu', 'kota', 'baru', 'tersebut', 'akan', 'dimulai', 'tahun', 'SeputariNewsRCTI', 'SeputariNewsSiang', 'Jokowi', 'IbuKota']","['Agustus', 'lalu', 'Presiden', 'Jokowi', '', 'resmi', 'mengumumkan', 'pemindahan', 'ibu', 'kota', '', 'Kalimantan', 'Timur', 'Rencananya', 'pembangunan', 'ibu', 'kota', 'baru', 'tersebut', '', 'dimulai', 'tahun', 'SeputariNewsRCTI', 'SeputariNewsSiang', 'Jokowi', 'IbuKota']","['agustus', 'lalu', 'presiden', 'jokowi', '', 'resmi', 'umum', 'pindah', 'ibu', 'kota', '', 'kalimantan', 'timur', 'rencana', 'bangun', 'ibu', 'kota', 'baru', 'sebut', '', 'mulai', 'tahun', 'seputarinewsrcti', 'seputarinewssiang', 'jokowi', 'ibukota']",agustus lalu presiden jokowi  resmi umum pindah ibu kota  kalimantan timur rencana bangun ibu kota baru sebut  mulai tahun seputarinewsrcti seputarinewssiang jokowi ibukota,"JakartaPusat,DKIJakarta","Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715,0
